City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
499,santiago de cao,-7.9589,-79.2392,299.22,73,0,6.17,PE,1707343028
500,waddan,29.1614,16.139,287.4,30,6,2.17,LY,1707343028
501,fort leonard wood,37.7057,-92.1572,285.65,51,100,4.24,US,1707343029
502,devecser,47.1032,17.438,281.95,86,89,2.35,HU,1707343029
503,souillac,-20.5167,57.5167,300.01,94,75,5.66,MU,1707343029
504,sao jose da coroa grande,-8.8978,-35.1478,300.5,78,33,5.45,BR,1707343029
505,guiuan,11.0333,125.7247,300.17,77,46,5.69,PH,1707343029
506,archangelos,36.2149,28.1149,288.88,83,99,5.52,GR,1707343029
507,maun,-19.9833,23.4167,299.13,65,0,3.6,BW,1707343029
508,pangai,-19.8,-174.35,302.21,84,40,3.09,TO,1707342739
509,basoko,1.2391,23.616,297.6,50,52,0.81,CD,1707343030
510,shushtar,32.0455,48.8567,286.49,53,5,1.26,IR,1707343030
511,cambria,35.5641,-121.0808,285.8,92,91,5.36,US,1707342774
512,coquimbo,-29.9533,-71.3436,296.0,73,0,6.17,CL,1707343030
513,lillesand,58.2488,8.3778,271.98,93,40,1.54,NO,1707343030
514,aketi,2.7388,23.7833,295.99,41,5,0.85,CD,1707343030
515,suseni,46.6667,25.55,278.48,83,100,4.89,RO,1707343030
516,pandan,14.0453,124.1694,297.4,82,30,1.69,PH,1707343030
517,rakvere,59.3464,26.3558,263.81,91,99,1.96,EE,1707343030
518,dehloran,32.6941,47.2679,286.17,54,0,1.83,IR,1707343030
519,amparafaravola,-17.5833,48.2167,294.03,93,91,0.59,MG,1707343031
520,barranca,-10.75,-77.7667,298.8,74,16,3.65,PE,1707343031
521,cintruenigo,42.0777,-1.8088,281.78,70,90,4.01,ES,1707343031
522,astara,38.5,48.6667,277.14,61,3,3.68,AZ,1707343031
523,damboa,11.156,12.7576,293.31,28,44,3.66,NG,1707343031
524,porto novo,6.4965,2.6036,302.05,58,22,1.93,BJ,1707343031
525,skeldon,5.8833,-57.1333,299.86,81,46,3.68,GY,1707343031
526,rabaul,-4.1967,152.1721,300.6,83,100,7.81,PG,1707343031
527,kabinda,-6.1333,24.4833,294.14,82,16,1.02,CD,1707343031
528,barra de santo antonio,-9.4047,-35.5072,300.75,79,38,6.18,BR,1707343032
529,plettenberg bay,-34.0527,23.3716,291.5,80,6,3.35,ZA,1707343032
530,carutapera,-1.195,-46.02,300.19,79,85,3.68,BR,1707343032
531,wuhai,39.6647,106.8122,265.98,62,7,0.6,CN,1707343032
532,karratha,-20.7377,116.8463,302.19,47,9,4.12,AU,1707343032
533,naxos,37.1056,25.3764,289.99,80,100,9.39,GR,1707343032
534,matiguas,12.8373,-85.4622,303.0,27,1,3.94,NI,1707343032
535,island harbour,50.724,-1.2758,279.94,95,100,2.86,GB,1707343032
536,homer,59.6425,-151.5483,275.39,82,0,3.58,US,1707343032
537,ogdensburg,44.6942,-75.4863,275.16,66,100,0.0,US,1707343032
538,dunedin,-45.8742,170.5036,290.82,53,8,5.81,NZ,1707343033
539,belokurikha,51.9959,84.9896,268.59,80,82,2.65,RU,1707343033
540,kill devil hills,36.0307,-75.676,280.15,78,100,4.63,US,1707343033
541,daru,-9.0763,143.2092,298.15,92,99,4.39,PG,1707343033
542,sinabang,2.4803,96.3801,299.84,81,100,1.19,ID,1707343033
543,fernie,49.5,-115.0687,279.26,82,100,0.75,CA,1707343008
544,viedma,-40.8135,-62.9967,297.23,30,72,6.14,AR,1707343033
545,tanumah,27.1,44.1333,285.54,28,0,2.63,SA,1707343034
546,kayangel,8.0823,134.7173,300.32,75,96,9.24,PW,1707343034
547,puerto colombia,10.9878,-74.9547,297.2,73,32,7.03,CO,1707343034
548,mwene-ditu,-7.0,23.45,293.05,89,15,1.52,CD,1707343034
549,ciudad melchor muzquiz,27.8833,-101.5167,297.81,27,85,3.35,MX,1707343034
550,laboulaye,-34.1266,-63.3912,314.46,17,57,2.17,AR,1707343034
551,cill airne,52.05,-9.5167,278.67,90,100,4.47,IE,1707343034
552,zalesovo,53.9939,84.7431,260.32,95,96,1.7,RU,1707343034
553,punta cardon,11.6581,-70.215,297.74,84,100,2.3,VE,1707343035
554,belyy yar,53.6039,91.3903,249.09,77,82,0.0,RU,1707343035
555,newport,51.5877,-2.9984,279.51,88,100,2.73,GB,1707343035
556,laguna paiva,-31.3039,-60.6589,309.81,47,69,1.34,AR,1707343035
557,san antonio de pale,-1.4014,5.6325,301.33,76,23,1.64,GQ,1707343035
558,al burayqah,30.4062,19.5739,289.93,44,94,3.46,LY,1707343035
559,cole harbour,44.6724,-63.4751,271.86,80,100,3.09,CA,1707343035
560,alexandria,31.2156,29.9553,286.45,81,5,2.62,EG,1707342858
561,farasan,16.7022,42.1183,298.61,69,70,1.12,SA,1707343035
562,revda,56.801,59.9303,257.24,100,100,0.43,RU,1707343036
563,igra,57.5558,53.0547,263.43,97,95,0.77,RU,1707342850
564,uyuni,-20.4597,-66.825,287.76,44,98,2.89,BO,1707343036
565,mamuju,-2.6748,118.8885,298.61,85,100,1.88,ID,1707343036
566,nova xavantina,-14.6667,-52.35,298.96,81,97,2.31,BR,1707343036
567,rawson,-43.3002,-65.1023,298.9,17,22,9.44,AR,1707343036
568,tvoroyri,61.5556,-6.8111,275.39,64,59,7.97,FO,1707343036
569,juva,56.4368,57.9478,256.07,100,76,1.39,RU,1707343036
570,chabahar,25.2919,60.643,294.38,46,100,2.58,IR,1707343036
571,palembang,-2.9167,104.7458,297.2,100,75,1.03,ID,1707343037
572,eyl,7.9803,49.8164,297.54,77,14,7.97,SO,1707343037
573,uusikaupunki,60.8004,21.4084,260.19,97,50,1.66,FI,1707343037
574,brookings,44.3114,-96.7984,283.92,84,100,8.78,US,1707342901
575,magadan,59.5667,150.8,248.3,86,20,2.85,RU,1707343037
576,galle,6.0367,80.217,296.74,91,75,2.6,LK,1707343037
577,portland,45.5234,-122.6762,284.22,80,75,3.09,US,1707342987
578,concepcion,-36.827,-73.0498,297.04,50,0,9.26,CL,1707343037
579,tamanrasset,22.785,5.5228,285.1,10,0,2.06,DZ,1707343037
580,koh kong,11.6175,102.9806,297.91,89,75,1.3,KH,1707343037
581,brandon,27.9378,-82.2859,296.07,51,0,3.58,US,1707342979
582,nchelenge,-9.3451,28.734,294.41,87,38,1.1,ZM,1707343038
